gene_id,description,descr_score,best_score,pfam_acc
AM-138-N14_NODE_3_49,HD domain-containing protein,1033,1033,PF01966
AM-138-N21_NODE_7_4,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1345,1345,
AM-138-N21_NODE_7_5,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,287,287,PF01041
AM-138-N21_NODE_7_7,Cupin type-1 domain-containing protein,599,599,PF00190
AM-138-N21_NODE_7_14,SCP2 domain-containing protein,694,749,
AM-138-N21_NODE_7_16,SAP domain-containing protein,131,131,
AM-138-N21_NODE_7_18,Beta-lactamase-related domain-containing protein,145,465,
AM-138-N21_NODE_7_24,Conserved oligomeric Golgi complex subunit 3 N-terminal domain-containing protein,73,74,
AM-158-A06_NODE_6_12,Transposase,146,442,
AM-158-A06_NODE_6_14,Inner-membrane translocator,606,606,
AM-158-A06_NODE_6_16,SCP2 domain-containing protein,713,768,
AM-158-K03_NODE_11_5,Transporter,3687,3687,PF02321
AM-158-K03_NODE_11_8,NHLP bacteriocin system secretion protein,2677,2677,PF13437
AM-158-K03_NODE_11_11,Solute carrier family 23 member 3-like,103,189,
AM-158-K17_NODE_13_4,HD domain-containing protein,1042,1042,PF01966
AM-158-K17_NODE_13_11,SCP2 domain-containing protein,702,762,
AM-158-K17_NODE_13_13,Inner-membrane translocator,642,642,
AM-158-K17_NODE_13_15,Reverse transcriptase domain-containing protein,127,441,
AM-158-K17_NODE_3_1,AsmA domain-containing protein,379,379,PF05170
AM-158-K17_NODE_3_28,Tetratricopeptide repeat protein,461,575,
AM-158-K17_NODE_3_46,EamA domain-containing protein,1275,1275,PF00892
AM-158-K17_NODE_3_57,C2H2-type domain-containing protein,60,60,"PF22034,PF00096,PF12756"
AM-158-K17_NODE_3_59,Photosystem II oxygen evolving complex protein PsbP,390,390,PF01789
AM-158-M22_NODE_14_1,SGNH hydrolase-type esterase domain-containing protein,189,189,
AM-158-M22_NODE_14_2,SGNH hydrolase-type esterase domain-containing protein,626,626,
AM-158-M22_NODE_14_3,SGNH hydrolase-type esterase domain-containing protein,203,203,
AM-158-M22_NODE_14_6,GP-PDE domain-containing protein,853,853,
AM-158-M22_NODE_14_7,RmlD-like substrate binding domain-containing protein,127,127,PF04321
AM-161-C03_NODE_5_10,Glycosyl transferase,1568,1568,PF00535
AM-161-G23_NODE_14_13,Glycosyl transferase,1599,1599,PF00535
AM-164-A01_NODE_17_3,SCP2 domain-containing protein,714,758,
AM-164-A01_NODE_17_5,DRBM domain-containing protein,167,167,
AM-164-A01_NODE_17_7,CSON001477 protein,133,449,
AM-164-A09_NODE_17_3,SCP2 domain-containing protein,704,763,
AM-164-A09_NODE_17_5,Heterokaryon incompatibility domain-containing protein,79,105,
AM-164-A09_NODE_17_7,DRBM domain-containing protein,293,467,
AM-164-B09_NODE_1_2,RNA polymerase sigma54 factor,100,215,
AM-164-B09_NODE_1_9,Protein kinase domain-containing protein,130,445,
AM-164-B09_NODE_1_11,Inner-membrane translocator,609,609,
AM-164-B09_NODE_1_13,SCP2 domain-containing protein,724,767,
AM-164-B09_NODE_1_20,HD domain-containing protein,1034,1034,PF01966
AM-164-B09_NODE_1_22,ArpA protein,1361,1376,
AM-164-B09_NODE_1_36,Glycosyl transferase family 2,1919,1919,"PF12804,PF00535"
AM-164-B09_NODE_1_45,MFS transporter,1957,1957,PF07690
AM-164-B09_NODE_1_54,Porin,1038,1038,
AM-164-B09_NODE_1_70,Rod shape-determining protein MreD,141,141,
AM-164-B09_NODE_1_86,HDC14453,65,65,
AM-164-B09_NODE_1_99,Exonuclease VII small subunit,274,274,
AM-164-B09_NODE_1_102,Transport permease protein,1286,1286,PF01061
AM-164-B09_NODE_1_105,Adenylosuccinate synthase,197,197,PF00709
AM-164-B09_NODE_1_115,Cell envelope biogenesis protein TolA,1016,1016,
AM-164-B09_NODE_1_118,Crossover junction endodeoxyribonuclease,795,795,"PF02075,PF07066"
AM-164-B09_NODE_24_12,Folate-binding protein YgfZ,127,127,
AM-164-B17_NODE_25_3,CCHC-type domain-containing protein,73,73,PF00098
AM-164-D11_NODE_5_13,AsmA domain-containing protein,1747,1747,
AM-164-E11_NODE_12_5,P-type ATPase N-terminal domain-containing protein,167,176,
AM-164-E11_NODE_12_7,Outer membrane protein beta-barrel domain-containing protein,130,139,
AM-164-E11_NODE_12_9,SCP2 domain-containing protein,712,771,
AM-164-F02_NODE_10_3,Porin domain-containing protein,994,994,
AM-164-F02_NODE_10_14,"Tryptophan--trna ligase, cytoplasmic",112,112,"PF08284,PF17919"
AM-164-F02_NODE_10_15,Peptidase M23 domain-containing protein,143,150,
AM-164-F23_NODE_2_1,DNA-directed RNA polymerase II subunit GRINL1A (DNA-directed RNA polymerase II subunit M) (Glutamate receptor-like protein 1A),94,94,PF15328
AM-164-F23_NODE_2_3,Imelysin-like domain-containing protein,418,658,
AM-164-F23_NODE_2_4,C2H2-type domain-containing protein,142,370,
AM-164-F23_NODE_2_7,SPT2-domain-containing protein,90,668,
AM-164-F23_NODE_2_13,Beta-lactamase-related domain-containing protein,144,463,
AM-164-F23_NODE_2_15,Putative histone deacetylase 4,105,105,
AM-164-F23_NODE_2_17,SCP2 domain-containing protein,703,768,
AM-164-F23_NODE_2_22,Membrane-spanning 4-domains subfamily A member 15-like,130,130,PF04103
AM-164-F23_NODE_2_23,Inorganic phosphate transporter,1348,1348,
AM-164-F23_NODE_2_35,Septation ring formation regulator EzrA,308,308,
AM-164-J16_NODE_4_19,Porin domain-containing protein,1030,1030,
AM-164-J16_NODE_4_27,DUF659 domain-containing protein,173,173,
AM-164-J16_NODE_4_28,DUF1508 domain-containing protein,139,146,
AM-164-L02_NODE_1_11,Tetratricopeptide repeat protein,413,551,
AM-164-L02_NODE_1_36,SGNH hydrolase-type esterase domain-containing protein,212,212,
AM-164-L02_NODE_1_37,SGNH hydrolase-type esterase domain-containing protein,1073,1073,
AM-164-L02_NODE_1_49,Exonuclease VII small subunit,273,273,
AM-164-M16_NODE_4_4,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1048,1048,
AM-164-M16_NODE_4_12,Reverse transcriptase domain-containing protein,146,420,
AM-164-M16_NODE_4_14,Inner-membrane translocator,320,320,
AM-164-M16_NODE_4_16,SCP-2 sterol transfer family protein,733,777,
AM-164-M16_NODE_4_21,MI domain-containing protein,117,117,"PF02847,PF02854"
AM-164-M18_NODE_6_9,CENP-V/GFA domain-containing protein,423,423,PF04828
AM-164-M18_NODE_6_12,Alginate export domain-containing protein,1959,1959,
AM-164-M18_NODE_6_20,Steroid 5-alpha reductase C-terminal domain-containing protein,928,928,PF04191
AM-164-N16_NODE_9_5,SCP2 domain-containing protein,705,756,
AM-164-N16_NODE_9_7,DRBM domain-containing protein,166,166,
AM-164-N16_NODE_9_9,DRBM domain-containing protein,268,447,
AM-164-N21_NODE_4_22,Molybdopterin biosynthesis protein MoeD,448,448,PF02597
AM-164-N21_NODE_4_27,SCP2 domain-containing protein,720,764,
AM-164-N21_NODE_4_29,"Transmembrane protein, putative",153,166,
AM-164-N21_NODE_4_31,E3 ubiquitin-protein ligase TRIM32-like isoform X2,133,441,
AM-164-O15_NODE_19_2,SCP2 domain-containing protein,721,767,
AM-164-O15_NODE_19_9,HD domain-containing protein,1039,1039,PF01966
AM-164-P10_NODE_8_6,SCP-2 sterol transfer family protein,689,768,
AM-164-P10_NODE_8_8,Inner-membrane translocator,321,321,
AM-164-P10_NODE_8_10,Reverse transcriptase domain-containing protein,144,451,
AM-181-G16_NODE_1_13,Zorya protein ZorC EH domain-containing protein,2561,2561,
AM-181-G16_NODE_1_23,Acylphosphatase-like domain-containing protein,106,106,
AM-184-A19_NODE_7_1,Substrate-binding domain-containing protein,828,828,PF13407
AM-184-A19_NODE_7_9,SCP-2 sterol transfer family protein,699,761,
AM-184-A19_NODE_7_11,Inner-membrane translocator,325,325,
AM-184-A19_NODE_7_13,Retrovirus-related Pol polyprotein,132,142,
AM-184-A19_NODE_7_25,BRCT domain-containing protein,375,524,
AM-184-A19_NODE_7_26,DNA topoisomerase type IA zn finger domain-containing protein,739,768,
AM-184-A19_NODE_7_27,Pyrrolo-quinoline quinone repeat domain-containing protein,228,241,
AM-184-A19_NODE_7_29,E3 SUMO-protein ligase RanBP2 (EC 5.2.1.8) (Ran-binding protein 2),219,225,
AM-184-E04_NODE_2_2,Ig-like domain-containing protein,204,572,
AM-184-E04_NODE_2_5,Transcriptional regulator MarR family protein,199,199,
AM-184-E04_NODE_2_7,DUF1737 domain-containing protein,239,259,
AM-184-E04_NODE_2_8,Putative zinc-finger domain-containing protein,103,103,PF13490
AM-184-E04_NODE_2_9,MORN repeat-containing protein 5,206,206,PF02493
AM-184-E04_NODE_2_12,Hemerythrin-like domain-containing protein,64,64,
AM-184-E04_NODE_2_15,DUF4178 domain-containing protein,220,412,
AM-184-E04_NODE_2_18,Uncharacterized protein LOC110278545,74,74,PF13962
AM-184-E04_NODE_2_22,Phage abortive infection protein,84,90,
AM-184-E04_NODE_2_25,Cobalt transport protein CbiN,138,345,
AM-184-E04_NODE_2_40,Glycosyl transferase,1576,1576,PF00535
AM-184-E04_NODE_2_52,Tetratricopeptide repeat protein,442,735,
AM-184-E04_NODE_2_55,Pyrrolo-quinoline quinone repeat domain-containing protein,2504,2504,PF13360
AM-184-E04_NODE_2_56,AraC-type arabinose-binding/dimerisation domain-containing protein,737,737,
AM-184-E04_NODE_2_62,Cell division protein FtsZ,135,533,
AM-184-G17_NODE_18_13,Serine/threonine-protein kinase STY8,138,303,
AM-184-G17_NODE_18_15,Inner-membrane translocator,287,287,
AM-184-G17_NODE_18_17,SCP-2 sterol transfer family protein,711,773,
AM-184-I06_NODE_7_7,Glycosyl transferase,1556,1556,PF00535
AM-184-I06_NODE_7_20,Tetratricopeptide repeat protein,416,660,
AM-184-I06_NODE_7_22,Ancillary SecYEG translocon subunit/Cell division coordinator CpoB TPR domain-containing protein,141,141,PF09976
AM-184-I06_NODE_7_23,Ancillary SecYEG translocon subunit/Cell division coordinator CpoB TPR domain-containing protein,695,695,PF09976
AM-184-I06_NODE_7_25,AraC-type arabinose-binding/dimerisation domain-containing protein,804,804,
AM-184-I06_NODE_7_31,JAB domain-containing protein,131,537,
AM-184-I13_NODE_27_2,SCP-2 sterol transfer family protein,705,761,
AM-184-J15_NODE_12_5,SGNH hydrolase-type esterase domain-containing protein,469,469,
AM-184-J15_NODE_12_12,SCP2 domain-containing protein,713,768,
AM-184-J15_NODE_12_14,Inner-membrane translocator,611,611,
AM-184-J15_NODE_12_16,Acetamiprid amidase alpha subunit,179,435,
AM-184-K21_NODE_2_2,DoxX family protein,701,701,
AM-184-K21_NODE_2_4,SnoaL-like domain-containing protein,690,690,PF12680
AM-184-K21_NODE_2_5,SnoaL-like domain-containing protein,622,622,PF12680
AM-184-K21_NODE_2_7,Cupin 2 conserved barrel domain-containing protein,741,741,PF05899
AM-184-K21_NODE_2_31,Zinc ribbon domain-containing protein,381,381,
AM-184-K21_NODE_2_52,Conserved oligomeric Golgi complex subunit 3 (Component of oligomeric Golgi complex 3),67,70,PF12832
AM-184-K21_NODE_2_55,Tetratricopeptide repeat protein,130,130,"PF00515,PF13414,PF13181"
AM-184-K21_NODE_2_56,4a-hydroxytetrahydrobiopterin dehydratase,87,504,
AM-184-K21_NODE_2_89,Extracellular solute-binding protein,1628,1782,
AM-184-K21_NODE_2_92,Zorya protein ZorC EH domain-containing protein,2537,2537,
AM-184-K21_NODE_2_109,Predicted homoserine dehydrogenase (EC 1.1.1.3),2732,2732,"PF08666,PF21135,PF01408"
AM-184-K21_NODE_2_124,Periplasmic binding protein domain-containing protein,1447,1447,PF13407
AM-184-K21_NODE_5_2,Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase),1136,1136,PF21948
AM-184-K21_NODE_5_6,Imelysin-like domain-containing protein,624,624,
AM-184-K21_NODE_5_9,SPOR domain-containing protein,140,396,
AM-184-K21_NODE_5_11,CF089 protein,74,76,
AM-184-K21_NODE_5_18,PilZ domain-containing protein,109,109,
AM-184-K21_NODE_5_23,SCP2 domain-containing protein,692,765,
AM-184-K21_NODE_5_25,DRBM domain-containing protein,161,161,
AM-184-K21_NODE_5_27,DRBM domain-containing protein,280,448,
AM-184-K21_NODE_5_36,TolC family protein,2447,2447,PF02321
AM-184-K21_NODE_5_37,Methyl-accepting transducer domain-containing protein,767,767,
AM-184-L15_NODE_19_1,Molecular chaperone Tir,676,676,PF02493
AM-184-L15_NODE_19_3,N-acetyltransferase domain-containing protein,759,759,
AM-184-L15_NODE_19_8,SCP2 domain-containing protein,716,779,
AM-184-L15_NODE_19_10,DRBM domain-containing protein,151,179,
AM-184-L15_NODE_19_12,Chromo domain-containing protein,135,461,
AM-184-L15_NODE_19_19,TERF2-interacting telomeric protein 1 Myb domain-containing protein,103,214,
AM-184-L15_NODE_1_1,Molecular chaperone Tir,1041,1041,PF02493
AM-184-L15_NODE_1_2,DUF2147 domain-containing protein,202,222,
AM-184-L15_NODE_1_4,Outer membrane protein beta-barrel domain-containing protein,81,81,PF13568
AM-184-L15_NODE_1_19,Crossover junction endodeoxyribonuclease,851,851,"PF02075,PF07066"
AM-184-L15_NODE_1_22,Cell envelope biogenesis protein TolA,896,896,
AM-184-L15_NODE_1_36,Transport permease protein,1231,1231,PF01061
AM-184-L15_NODE_1_39,Exonuclease VII small subunit,324,324,
AM-184-L15_NODE_1_62,Glycosyl transferase,1550,1550,PF00535
AM-184-L15_NODE_1_75,Tetratricopeptide repeat protein,454,761,
AM-184-L15_NODE_1_78,Pyrrolo-quinoline quinone repeat domain-containing protein,2561,2561,PF13360
AM-184-L15_NODE_1_79,AraC-type arabinose-binding/dimerisation domain-containing protein,754,754,
AM-184-L15_NODE_1_85,JAB domain-containing protein,127,526,
AM-184-L15_NODE_1_96,Winged helix DNA-binding domain-containing protein,531,600,
AM-184-L15_NODE_1_102,MORN repeat protein,708,708,PF02493
AM-184-L15_NODE_1_103,DUF3872 domain-containing protein,208,208,PF12988
AM-184-L15_NODE_1_123,Zorya protein ZorC EH domain-containing protein,2102,2702,
AM-184-L15_NODE_1_127,Small conductance mechanosensitive ion channel family,82,166,
AM-184-L15_NODE_1_128,DUF1146 domain-containing protein,266,276,
AM-184-L15_NODE_1_129,Tetratricopeptide repeat protein,766,837,
AM-184-L15_NODE_1_130,Mechanosensitive ion channel,109,109,PF21088
AM-184-L15_NODE_1_138,Fe2OG dioxygenase domain-containing protein,1295,1295,PF23169
AM-184-L15_NODE_1_139,Fe2OG dioxygenase domain-containing protein,1689,1689,PF23169
AM-184-L15_NODE_1_144,Yip1 domain-containing protein,909,909,PF04893
AM-184-L15_NODE_1_163,Glycosyltransferase family 2 protein,1307,1307,
AM-184-L15_NODE_1_176,DUF5671 domain-containing protein,746,831,
AM-184-L15_NODE_1_183,Adenylyl-sulfate reductase,1250,1250,
AM-184-L15_NODE_1_186,DUF3887 domain-containing protein,618,656,
AM-184-L15_NODE_1_192,Yip1 domain-containing protein,873,873,PF04893
AM-184-M06_NODE_3_12,AAA domain-containing protein,136,402,
AM-184-M06_NODE_3_13,ATPase,111,111,PF13779
AM-184-M06_NODE_3_22,Glycosyl transferase,1652,1652,PF00535
AM-184-M06_NODE_3_35,Tetratricopeptide repeat protein,462,803,
AM-184-M06_NODE_3_37,Ancillary SecYEG translocon subunit/Cell division coordinator CpoB TPR domain-containing protein,1108,1108,PF09976
AM-184-M06_NODE_3_39,AraC-type arabinose-binding/dimerisation domain-containing protein,788,788,
AM-184-M06_NODE_3_44,Sulfotransferase domain-containing protein,527,547,
AM-184-N06_NODE_2_9,Outer membrane protein beta-barrel domain-containing protein,729,812,
AM-184-N06_NODE_2_18,MFS transporter,1989,1989,PF07690
AM-184-N06_NODE_2_32,HD domain-containing protein,953,953,PF01966
AM-184-N06_NODE_2_38,SCP2 domain-containing protein,722,768,
AM-184-N06_NODE_2_40,Inner-membrane translocator,617,617,
AM-184-N06_NODE_2_42,Ubiquitin-like protease family profile domain-containing protein,123,445,
AM-184-O13_NODE_1_58,Spermidine/putrescine ABC transporter substrate-binding protein,1668,1790,
AM-184-O13_NODE_1_64,Aldehyde dehydrogenase family protein,262,262,PF00171
AM-184-P01_NODE_4_7,Septum formation initiator,77,77,PF04977
AM-184-P01_NODE_4_24,AsmA domain-containing protein,2989,2989,
AM-184-P01_NODE_4_36,Steroid 5-alpha reductase C-terminal domain-containing protein,862,862,PF04191
AM-184-P01_NODE_7_10,HD domain-containing protein,1050,1050,PF01966
AM-184-P01_NODE_7_17,SCP2 domain-containing protein,719,767,
AM-184-P01_NODE_7_19,Inner-membrane translocator,617,617,
AM-184-P01_NODE_7_21,Ubiquitin-like protease family profile domain-containing protein,123,445,
AM-184-P01_NODE_7_28,Regulatory protein GemA,83,213,
AM-184-P10_NODE_17_3,SCP2 domain-containing protein,719,767,
AM-184-P10_NODE_17_5,Inner-membrane translocator,617,617,
AM-184-P10_NODE_17_7,Protein kinase domain-containing protein,124,444,
AM-184-P10_NODE_17_14,Regulatory protein GemA,83,213,
AM-184-P10_NODE_19_11,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,382,382,PF13231
AM-184-P10_NODE_19_12,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,931,931,PF13231
AM-184-P10_NODE_19_13,Steroid 5-alpha reductase C-terminal domain-containing protein,881,881,PF04191
AM-184-P16_NODE_16_3,TERF2-interacting telomeric protein 1 Myb domain-containing protein,103,214,
AM-184-P16_NODE_16_10,Chromo domain-containing protein,135,461,
AM-184-P16_NODE_16_12,DRBM domain-containing protein,151,179,
AM-184-P16_NODE_16_14,SCP2 domain-containing protein,716,779,
AM-184-P16_NODE_16_18,Tetratricopeptide repeat protein,96,102,
AM-184-P16_NODE_22_11,Methyltransferase,967,1078,
AM-187-C18_NODE_24_2,Glycosyl transferase,1642,1642,PF00535
AM-187-E15_NODE_11_10,Uridine kinase,926,926,PF00485
AM-187-E15_NODE_11_11,Phosphoribulokinase/uridine kinase domain-containing protein,322,322,
AM-187-F11_NODE_17_9,HD domain-containing protein,1025,1025,PF01966
AM-187-F11_NODE_17_15,SCP2 domain-containing protein,718,769,
AM-187-F11_NODE_17_17,Inner-membrane translocator,624,624,
AM-187-F11_NODE_17_19,Protein kinase domain-containing protein,130,445,
AM-187-F11_NODE_3_35,Exonuclease VII small subunit,284,284,
AM-187-G11_NODE_6_3,Tetratricopeptide repeat protein,464,575,
AM-187-G11_NODE_6_25,Steroid 5-alpha reductase C-terminal domain-containing protein,914,914,PF04191
AM-187-I16_NODE_12_4,Reverse transcriptase domain-containing protein,151,432,
AM-187-I16_NODE_12_6,"Type II secretory pathway, pseudopilin PulG",152,173,
AM-187-I16_NODE_12_8,SCP-2 sterol transfer family protein,704,764,
AM-187-I16_NODE_12_13,FPL domain-containing protein,105,105,
AM-187-I16_NODE_12_15,Sugar ABC transporter substrate-binding protein,529,529,PF13407
AM-187-I21_NODE_16_1,EamA domain-containing protein,551,551,
AM-187-I21_NODE_16_2,EamA domain-containing protein,118,118,PF00892
AM-187-J02_NODE_11_8,AAA domain-containing protein,136,402,
AM-187-J02_NODE_11_17,Glycosyl transferase,1676,1676,PF00535
AM-187-J02_NODE_2_1,Glycosyl transferase family 1,514,514,
AM-187-J02_NODE_2_8,GNAT family N-acetyltransferase,1350,1350,PF13302
AM-187-J02_NODE_2_9,Polysaccharide pyruvyl transferase domain-containing protein,1436,1436,
AM-187-J02_NODE_2_22,Imelysin-like domain-containing protein,410,633,
AM-187-J02_NODE_2_23,Serine threonine protein kinase,111,362,
AM-187-J02_NODE_2_26,Uncharacterized protein DDB_G0283697,102,546,
AM-187-J02_NODE_2_33,Putative metal dependent phosphohydrolase,93,193,
AM-187-J02_NODE_2_39,ABC transporter permease,186,474,
AM-187-J02_NODE_2_41,Putative coiled-coil protein,165,171,
AM-187-J02_NODE_2_43,SCP2 domain-containing protein,723,782,
AM-187-J20_NODE_47_6,Glycosyltransferase family 39 protein,620,620,PF13231
AM-187-K07_NODE_20_10,Phospholipase/carboxylesterase/thioesterase domain-containing protein,1083,1083,
AM-187-K07_NODE_20_11,Dienelactone hydrolase domain-containing protein,1258,1258,
AM-187-K07_NODE_20_17,AsmA domain-containing protein,1867,1867,PF05170
AM-187-K08_NODE_6_16,Aspartate racemase,468,468,PF01177
AM-187-K11_NODE_2_2,Uridine kinase,393,393,
AM-187-K11_NODE_2_19,Bacteriophage tail tape measure N-terminal domain-containing protein,128,128,PF06791
AM-187-K11_NODE_2_31,Exonuclease VII small subunit,287,287,
AM-187-K11_NODE_2_46,Cell envelope biogenesis protein TolA,933,933,
AM-187-O05_NODE_6_7,Uridine kinase,302,313,
AM-187-O05_NODE_6_8,Uridine kinase,941,941,PF00485
AM-187-O05_NODE_6_12,Glycosyl transferase,1595,1595,PF00535
AM-187-O15_NODE_1_7,ANTAR domain-containing protein,91,223,
AM-187-O15_NODE_1_15,Blr3548 protein,167,462,
AM-187-O15_NODE_1_17,Inner-membrane translocator,627,627,
AM-187-O15_NODE_1_19,SCP2 domain-containing protein,719,767,
AM-187-O15_NODE_1_26,HD domain-containing protein,1036,1036,PF01966
AM-187-O15_NODE_1_46,MFS transporter,1986,1986,PF07690
AM-187-O15_NODE_1_68,Spore coat protein U domain-containing protein,420,420,
AM-187-P09_NODE_2_3,AsmA domain-containing protein,1833,1833,
AM-187-P09_NODE_2_16,Steroid 5-alpha reductase C-terminal domain-containing protein,906,906,PF04191
AM-187-P09_NODE_2_38,DUF7825 domain-containing protein,451,586,
AM-187-P09_NODE_2_46,DoxX family protein,541,541,PF07681
AM-187-P09_NODE_2_51,Transporter,1123,1123,PF00892
AM-187-P09_NODE_2_52,DUF465 domain-containing protein,184,184,PF04325
AM-201-A14_NODE_20_11,"Toxin-antitoxin system, antitoxin component, ribbon-helix-helix domain protein",130,141,
AM-201-A14_NODE_8_8,Nicotinamide mononucleotide transporter,356,356,
AM-201-A14_NODE_8_10,HD domain-containing protein,1156,1156,PF01966
AM-201-A14_NODE_8_16,SCP2 domain-containing protein,715,773,
AM-201-A14_NODE_8_18,"Transmembrane protein, putative",157,169,
AM-201-A14_NODE_8_20,P-type ATPase N-terminal domain-containing protein,136,445,
AM-201-A20_NODE_4_6,TERF2-interacting telomeric protein 1 Myb domain-containing protein,98,218,
AM-201-A20_NODE_4_12,Beta-lactamase-related domain-containing protein,134,454,
AM-201-A20_NODE_4_14,"Transmembrane protein, putative",153,166,
AM-201-A20_NODE_4_16,SCP2 domain-containing protein,705,756,
AM-201-A20_NODE_4_22,HD domain-containing protein,1018,1018,PF01966
AM-201-B16_NODE_7_5,SCP2 domain-containing protein,716,761,
AM-201-B16_NODE_7_7,Inner-membrane translocator,604,604,
AM-201-B16_NODE_7_9,Protein kinase domain-containing protein,130,445,
AM-201-B16_NODE_7_16,TERF2-interacting telomeric protein 1 Myb domain-containing protein,85,217,
AM-201-B23_NODE_1_10,Steroid 5-alpha reductase C-terminal domain-containing protein,854,854,PF04191
AM-201-B23_NODE_1_28,Tetratricopeptide repeat protein,402,543,
AM-201-B23_NODE_1_48,Crossover junction endodeoxyribonuclease,842,842,
AM-201-B23_NODE_1_51,Cell envelope biogenesis protein TolA,951,951,
AM-201-B23_NODE_1_66,Exonuclease VII small subunit,282,282,
AM-201-B23_NODE_1_82,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,1048,1048,
AM-201-B23_NODE_1_83,Glycosyltransferase 2-like domain-containing protein,1033,1033,PF00535
AM-201-C09_NODE_10_4,HicB-like antitoxin of toxin-antitoxin system domain-containing protein,142,431,
AM-201-C09_NODE_10_6,Inner-membrane translocator,326,326,
AM-201-C09_NODE_10_8,SCP2 domain-containing protein,695,761,
AM-201-C21_NODE_1_9,EamA domain-containing protein,1269,1269,PF00892
AM-201-C21_NODE_1_16,SCP2 domain-containing protein,712,770,
AM-201-C21_NODE_1_18,DRBM domain-containing protein,179,179,
AM-201-C21_NODE_1_20,Putative conserved protein with signal anchor,141,457,
AM-201-C21_NODE_1_31,ABC transporter domain-containing protein,75,500,
AM-201-C21_NODE_1_34,YHS domain-containing protein,364,369,
AM-201-C21_NODE_1_35,Imelysin-like domain-containing protein,410,667,
AM-201-D19_NODE_8_3,SCP2 domain-containing protein,715,759,
AM-201-D19_NODE_8_5,Pentacotripeptide-repeat region of PRORP domain-containing protein,136,169,
AM-201-D19_NODE_8_7,Chromo domain-containing protein,133,445,
AM-201-D19_NODE_8_12,"N-acetylglucosamine-1-phosphate uridyltransferase / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157, EC 2.7.7.23)",1112,1115,
AM-201-E11_NODE_3_3,AMP-binding protein,145,196,
AM-201-E11_NODE_3_7,HD domain-containing protein,1047,1047,PF01966
AM-201-E11_NODE_3_14,SCP2 domain-containing protein,720,764,
AM-201-E11_NODE_3_16,Inner-membrane translocator,617,617,
AM-201-E11_NODE_3_18,CSON001477 protein,122,459,
AM-201-E11_NODE_3_25,Phage protein,91,201,
AM-201-F22_NODE_11_2,"Transmembrane protein, putative",163,163,
AM-201-F22_NODE_11_4,SCP2 domain-containing protein,692,744,
AM-201-F22_NODE_11_10,HD domain-containing protein,1062,1062,PF01966
AM-201-F22_NODE_11_12,DUF465 domain-containing protein,136,136,
AM-201-F23_NODE_2_1,Glyceraldehyde-3-phosphate dehydrogenase,173,177,
AM-201-F23_NODE_2_2,Inorganic phosphate transporter,1314,1314,
AM-201-F23_NODE_2_3,DUF4199 domain-containing protein,129,132,
AM-201-F23_NODE_2_10,Citryl-CoA lyase,124,124,PF00285
AM-201-F23_NODE_2_11,ATP-binding protein,1823,1823,
AM-201-F23_NODE_2_12,Restriction system protein Mrr-like N-terminal domain-containing protein,613,613,
AM-201-F23_NODE_2_13,"Holin-X, holin superfamily III",71,78,
AM-201-F23_NODE_2_15,Spy/CpxP family protein refolding chaperone,90,90,PF07813
AM-201-F23_NODE_2_16,K Homology domain-containing protein,152,152,
AM-201-F23_NODE_2_17,Lipoprotein,186,272,
AM-201-F23_NODE_2_18,PSK operon transcription factor,69,73,
AM-201-F23_NODE_2_19,Imelysin-like domain-containing protein,437,637,
AM-201-F23_NODE_2_20,C2H2-type domain-containing protein,144,372,
AM-201-F23_NODE_2_23,Uncharacterized protein LOC106150532 isoform X1,107,660,
AM-201-F23_NODE_2_27,Iron-containing alcohol dehydrogenase,70,74,
AM-201-F23_NODE_2_29,PD-(D/E)XK nuclease-like domain-containing protein,137,481,
AM-201-F23_NODE_2_31,Putative histone deacetylase 4,88,88,
AM-201-F23_NODE_2_33,SCP2 domain-containing protein,694,764,
AM-201-G09_NODE_18_2,Inner-membrane translocator,609,609,
AM-201-G09_NODE_18_4,SCP2 domain-containing protein,722,764,
AM-201-G09_NODE_18_11,HD domain-containing protein,1029,1029,PF01966
AM-201-G23_NODE_4_1,AsmA domain-containing protein,853,853,PF05170
AM-201-G23_NODE_4_29,Tetratricopeptide repeat protein,463,565,
AM-201-G23_NODE_8_2,Taxilin beta b,93,93,PF09728
AM-201-G23_NODE_8_15,HD domain-containing protein,1032,1032,PF01966
AM-201-G23_NODE_8_22,SCP2 domain-containing protein,719,761,
AM-201-G23_NODE_8_24,Inner-membrane translocator,609,609,
AM-201-G23_NODE_8_26,Protein kinase domain-containing protein,130,445,
AM-201-G23_NODE_8_33,GemA protein,108,222,
AM-201-I11_NODE_13_5,SCP-2 sterol transfer family protein,705,788,
AM-201-I11_NODE_13_7,Inner-membrane translocator,316,316,
AM-201-I11_NODE_13_9,Fungal N-terminal domain-containing protein,141,423,
